# f_(Hz) ASD(f)_(Hz^-0.5)
1.191241999999999962e+03 3.562241000000000138e-23
1.193988000000000056e+03 3.571361000000000259e-23
1.196740999999999985e+03 3.580500999999999737e-23
1.199499000000000024e+03 3.589660999999999748e-23
1.202263999999999896e+03 3.598841999999999936e-23
1.205036000000000058e+03 3.608041999999999837e-23
1.207814000000000078e+03 3.617262000000000270e-23
1.210597999999999956e+03 3.626502000000000060e-23
1.213388999999999896e+03 3.635761999999999795e-23
1.216185999999999922e+03 3.645042000000000062e-23
1.218990000000000009e+03 3.654342000000000275e-23
1.221799999999999955e+03 3.663661999999999844e-23
1.224615999999999985e+03 3.673001999999999947e-23
1.227439000000000078e+03 3.682361999999999994e-23
1.230269000000000005e+03 3.691743000000000218e-23
1.233105000000000018e+03 3.701143999999999799e-23
1.235946999999999889e+03 3.710564999999999913e-23
1.238797000000000025e+03 3.720005999999999971e-23
1.241652000000000044e+03 3.729466999999999975e-23
1.244515000000000100e+03 3.738949000000000156e-23
1.247383000000000038e+03 3.748451999999999926e-23
1.250259000000000015e+03 3.757975000000000229e-23
1.253141000000000076e+03 3.767517999999999888e-23
1.256029999999999973e+03 3.777081999999999725e-23
1.258924999999999955e+03 3.786666000000000095e-23
1.261827999999999975e+03 3.796272000000000286e-23
1.264736000000000104e+03 3.805897999999999835e-23
1.267652000000000044e+03 3.815543999999999916e-23
1.270574000000000069e+03 3.825211000000000174e-23
1.273502999999999929e+03 3.834900000000000254e-23
1.276439000000000078e+03 3.844609000000000279e-23
1.279381000000000085e+03 3.854338999999999893e-23
1.282330999999999904e+03 3.864090000000000272e-23
1.285287000000000035e+03 3.873862000000000241e-23
1.288250000000000000e+03 3.883654999999999799e-23
1.291219000000000051e+03 3.893469000000000122e-23
1.294195999999999913e+03 3.903304000000000035e-23
1.297179000000000087e+03 3.913160999999999769e-23
1.300170000000000073e+03 3.923039000000000268e-23
1.303166999999999916e+03 3.932937999999999769e-23
1.306171000000000049e+03 3.942859000000000267e-23
1.309182000000000016e+03 3.952800999999999767e-23
1.312200000000000045e+03 3.962764000000000032e-23
1.315224999999999909e+03 3.972749000000000118e-23
1.318257000000000062e+03 3.982756000000000026e-23
1.321296000000000049e+03 3.992784000000000112e-23
1.324340999999999894e+03 4.002834000000000019e-23
1.327394999999999982e+03 4.012905000000000104e-23
1.330453999999999951e+03 4.022998000000000010e-23
1.333520999999999958e+03 4.033112999999999738e-23
1.336595000000000027e+03 4.043249999999999875e-23
1.339676999999999907e+03 4.053408999999999835e-23
1.342765000000000100e+03 4.063590000000000204e-23
1.345859999999999900e+03 4.073792999999999806e-23
1.348962999999999965e+03 4.084017999999999819e-23
1.352073000000000093e+03 4.094265000000000241e-23
1.355189000000000078e+03 4.104533999999999897e-23
1.358313000000000102e+03 4.114824999999999962e-23
1.361444999999999936e+03 4.125139000000000082e-23
1.364583000000000084e+03 4.135475000000000023e-23
1.367729000000000042e+03 4.145834000000000018e-23
1.370882000000000062e+03 4.156214000000000191e-23
1.374041999999999916e+03 4.166618000000000062e-23
1.377209000000000060e+03 4.177043000000000111e-23
1.380384000000000015e+03 4.187491999999999858e-23
1.383566000000000031e+03 4.197963000000000015e-23
1.386756000000000085e+03 4.208457000000000226e-23
1.389952999999999975e+03 4.218973000000000259e-23
1.393156999999999925e+03 4.229512999999999990e-23
1.396367999999999938e+03 4.240075000000000131e-23
1.399586999999999989e+03 4.250659999999999738e-23
1.402814000000000078e+03 4.261267999999999987e-23
1.406047000000000025e+03 4.271899000000000291e-23
1.409288999999999987e+03 4.282553000000000060e-23
1.412537000000000035e+03 4.293229999999999884e-23
1.415794000000000096e+03 4.303930999999999994e-23
1.419057000000000016e+03 4.314653999999999926e-23
1.422328999999999951e+03 4.325401000000000145e-23
1.425607999999999947e+03 4.336172000000000062e-23
1.428894000000000005e+03 4.346964999999999801e-23
1.432188000000000102e+03 4.357781999999999826e-23
1.435489000000000033e+03 4.368623000000000138e-23
1.438798999999999978e+03 4.379486999999999916e-23
1.442115000000000009e+03 4.390374999999999981e-23
1.445440000000000055e+03 4.401286000000000100e-23
1.448771999999999935e+03 4.412220999999999917e-23
1.452112000000000080e+03 4.423180000000000021e-23
1.455459000000000060e+03 4.434162999999999824e-23
1.458814000000000078e+03 4.445169999999999913e-23
1.462176999999999907e+03 4.456200000000000056e-23
1.465548000000000002e+03 4.467255000000000130e-23
1.468925999999999931e+03 4.478333999999999904e-23
1.472311999999999898e+03 4.489435999999999731e-23
1.475707000000000107e+03 4.500563000000000077e-23
1.479107999999999947e+03 4.511714000000000121e-23
1.482518000000000029e+03 4.522890000000000097e-23
1.485935999999999922e+03 4.534089999999999771e-23
1.489361000000000104e+03 4.545313999999999732e-23
1.492794000000000096e+03 4.556563000000000212e-23
1.496236000000000104e+03 4.567835999999999803e-23
1.499684999999999945e+03 4.579133999999999912e-23
1.503142000000000053e+03 4.590455999999999720e-23
1.506606999999999971e+03 4.601803000000000047e-23
1.510079999999999927e+03 4.613174999999999717e-23
1.513560999999999922e+03 4.624571999999999906e-23
1.517049999999999955e+03 4.635992999999999794e-23
1.520547000000000025e+03 4.647439999999999845e-23
1.524053000000000111e+03 4.658911000000000183e-23
1.527566000000000031e+03 4.670408000000000096e-23
1.531087999999999965e+03 4.681929999999999941e-23
1.534616999999999962e+03 4.693477999999999948e-23
1.538154999999999973e+03 4.705052999999999764e-23
1.541700000000000045e+03 4.716669000000000289e-23
1.545253999999999905e+03 4.730233000000000262e-23
1.548817000000000007e+03 4.739931000000000082e-23
1.552386999999999944e+03 4.751591999999999896e-23
1.555965999999999894e+03 4.763288999999999845e-23
1.559553000000000111e+03 4.775011999999999958e-23
1.563147999999999911e+03 4.786761999999999879e-23
1.566750999999999976e+03 4.798537999999999963e-23
1.570363000000000056e+03 4.810338999999999978e-23
1.573982999999999947e+03 4.822166000000000157e-23
1.577611000000000104e+03 4.834018999999999911e-23
1.581248000000000047e+03 4.845899000000000061e-23
1.584893000000000029e+03 4.857804000000000142e-23
1.588547000000000025e+03 4.869734999999999799e-23
1.592209000000000060e+03 4.881692000000000207e-23
1.595878999999999905e+03 4.893675999999999835e-23
1.599557999999999993e+03 4.905686000000000214e-23
1.603244999999999891e+03 4.917722000000000169e-23
1.606941000000000031e+03 4.929784999999999932e-23
1.610645999999999958e+03 4.941873999999999858e-23
1.614358999999999924e+03 4.953990000000000180e-23
1.618079999999999927e+03 4.966132000000000078e-23
1.621809999999999945e+03 4.978300999999999784e-23
1.625548999999999978e+03 4.990496999999999885e-23
1.629296000000000049e+03 5.002719999999999794e-23
1.633051999999999907e+03 5.014970000000000100e-23
1.636816000000000031e+03 5.027247999999999857e-23
1.640589999999999918e+03 5.039553000000000011e-23
1.644372000000000071e+03 5.051886999999999849e-23
1.648162000000000035e+03 5.064251000000000192e-23
1.651961999999999989e+03 5.076646000000000098e-23
1.655769999999999982e+03 5.089077999999999783e-23
1.659586999999999989e+03 5.101564999999999905e-23
1.663413000000000011e+03 5.114184000000000133e-23
1.667247000000000071e+03 5.127774000000000269e-23
1.671090999999999894e+03 5.155016000000000252e-23
1.674942999999999984e+03 5.152018999999999819e-23
1.678804000000000087e+03 5.164219000000000262e-23
1.682673999999999978e+03 5.176736999999999946e-23
1.686553000000000111e+03 5.189336000000000229e-23
1.690441000000000031e+03 5.201979000000000155e-23
1.694337999999999965e+03 5.214655999999999753e-23
1.698243999999999915e+03 5.227364999999999732e-23
1.702159000000000106e+03 5.240104000000000217e-23
1.706082000000000107e+03 5.252871000000000154e-23
1.710015000000000100e+03 5.265668000000000009e-23
1.713957000000000107e+03 5.278492999999999904e-23
1.717907999999999902e+03 5.291347000000000071e-23
1.721868999999999915e+03 5.304228999999999691e-23
1.725837999999999965e+03 5.317139000000000527e-23
1.729816000000000031e+03 5.330079000000000105e-23
1.733804000000000087e+03 5.343045999999999490e-23
1.737800999999999931e+03 5.356042999999999969e-23
1.741807000000000016e+03 5.369067999999999900e-23
1.745821999999999889e+03 5.382122000000000103e-23
1.749846999999999980e+03 5.395203999999999760e-23
1.753880000000000109e+03 5.408316000000000509e-23
1.757923999999999978e+03 5.421455999999999535e-23
1.761976000000000113e+03 5.434625999999999653e-23
1.766038000000000011e+03 5.447824000000000400e-23
1.770108999999999924e+03 5.461051000000000244e-23
1.774189000000000078e+03 5.474308000000000006e-23
1.778278999999999996e+03 5.487594000000000040e-23
1.782378999999999905e+03 5.500909000000000346e-23
1.786488000000000056e+03 5.514254000000000570e-23
1.790605999999999995e+03 5.527627999999999892e-23
1.794733999999999924e+03 5.541032000000000305e-23
1.798871000000000095e+03 5.554464999999999816e-23
1.803018000000000029e+03 5.567928000000000420e-23
1.807173999999999978e+03 5.581420999999999766e-23
1.811339999999999918e+03 5.594944000000000204e-23
1.815516000000000076e+03 5.608495999999999740e-23
1.819701000000000022e+03 5.622078000000000368e-23
1.823895999999999958e+03 5.635691000000000558e-23
1.828099999999999909e+03 5.649332999999999845e-23
1.832314000000000078e+03 5.663005999999999870e-23
1.836538000000000011e+03 5.676708000000000167e-23
1.840771999999999935e+03 5.690441999999999671e-23
1.845015000000000100e+03 5.704204999999999448e-23
1.849269000000000005e+03 5.717998999999999961e-23
1.853531999999999925e+03 5.731823000000000392e-23
1.857804000000000087e+03 5.745678000000000385e-23
1.862086999999999989e+03 5.759563999999999940e-23
1.866380000000000109e+03 5.773480000000000588e-23
1.870682000000000016e+03 5.787428000000000442e-23
1.874994999999999891e+03 5.801406000000000213e-23
1.879317000000000007e+03 5.815414999999999546e-23
1.883648999999999887e+03 5.829454999999999616e-23
1.887990999999999985e+03 5.843526000000000424e-23
1.892344000000000051e+03 5.857627999999999618e-23
1.896705999999999904e+03 5.871762000000000370e-23
1.901077999999999975e+03 5.885926999999999508e-23
1.905461000000000013e+03 5.900123000000000559e-23
1.909853000000000065e+03 5.914350999999999641e-23
1.914256000000000085e+03 5.928609999999999460e-23
1.918669000000000096e+03 5.942900999999999661e-23
1.923092000000000098e+03 5.957222999999999424e-23
1.927525000000000091e+03 5.971578000000000389e-23
1.931968000000000075e+03 5.985963999999999740e-23
1.936422000000000025e+03 6.000381999999999473e-23
1.940885999999999967e+03 6.014831999999999588e-23
1.945359999999999900e+03 6.029314000000000086e-23
1.949845000000000027e+03 6.043827999999999789e-23
1.954339999999999918e+03 6.058374999999999519e-23
1.958845000000000027e+03 6.072953999999999631e-23
1.963359999999999900e+03 6.087565000000000125e-23
1.967885999999999967e+03 6.102207999999999826e-23
1.972423000000000002e+03 6.116883999999999553e-23
1.976970000000000027e+03 6.131593000000000482e-23
1.981527000000000044e+03 6.146333999999999442e-23
1.986095000000000027e+03 6.161109000000000424e-23
1.990673000000000002e+03 6.175915999999999437e-23
1.995261999999999944e+03 6.190755000000000008e-23
1.999862000000000080e+03 6.205628000000000249e-23
2.004471999999999980e+03 6.220534000000000518e-23
2.009093000000000075e+03 6.235472999999999637e-23
2.013723999999999933e+03 6.250444999999999958e-23
2.018365999999999985e+03 6.265450999999999950e-23
2.023019000000000005e+03 6.280489999999999969e-23
2.027682999999999993e+03 6.295562000000000015e-23
2.032356999999999971e+03 6.310667999999999732e-23
2.037041999999999916e+03 6.325806999999999475e-23
2.041738000000000056e+03 6.340980999999999709e-23
2.046444999999999936e+03 6.356187000000000325e-23
2.051161999999999807e+03 6.371428000000000257e-23
2.055891000000000076e+03 6.386702999999999861e-23
2.060630000000000109e+03 6.402012000000000310e-23
2.065380000000000109e+03 6.417355000000000431e-23
2.070141000000000076e+03 6.432731000000000579e-23
2.074914000000000215e+03 6.448142999999999687e-23
2.079697000000000116e+03 6.463587999999999997e-23
2.084490999999999985e+03 6.479067999999999622e-23
2.089295999999999822e+03 6.494582999999999739e-23
2.094112999999999829e+03 6.510131999999999527e-23
2.098940000000000055e+03 6.525715000000000161e-23
2.103777999999999793e+03 6.541333999999999756e-23
2.108628000000000156e+03 6.556987000000000198e-23
2.113489000000000033e+03 6.572674999999999955e-23
2.118360999999999876e+03 6.588398000000000203e-23
2.123244000000000142e+03 6.604157000000000588e-23
2.128139000000000124e+03 6.619949999999999467e-23
2.133045000000000073e+03 6.635778999999999659e-23
2.137961999999999989e+03 6.651641999999999521e-23
2.142891000000000076e+03 6.667542000000000339e-23
2.147831000000000131e+03 6.683477000000000473e-23
2.152782000000000153e+03 6.699446999999999923e-23
2.157744000000000142e+03 6.715452999999999508e-23
2.162717999999999847e+03 6.731493999999999585e-23
2.167704000000000178e+03 6.747571999999999442e-23
2.172701000000000022e+03 6.763685999999999435e-23
2.177710000000000036e+03 6.779834999999999919e-23
2.182730000000000018e+03 6.796020000000000539e-23
2.187762000000000171e+03 6.812241999999999764e-23
2.192804999999999836e+03 6.828500000000000300e-23
2.197860000000000127e+03 6.844793999999999797e-23
2.202927000000000135e+03 6.861125000000000249e-23
2.208005000000000109e+03 6.877491999999999662e-23
2.213094999999999800e+03 6.893896000000000031e-23
2.218195999999999913e+03 6.910336000000000535e-23
2.223309999999999945e+03 6.926814000000000465e-23
2.228434999999999945e+03 6.943328000000000530e-23
2.233572000000000116e+03 6.959879000000000376e-23
2.238721000000000004e+03 6.976467000000000002e-23
2.243882000000000062e+03 6.993093000000000228e-23
2.249054999999999836e+03 7.009756000000000235e-23
2.254239000000000033e+03 7.026456000000000023e-23
2.259436000000000149e+03 7.043194000000000411e-23
2.264643999999999778e+03 7.059970999999999868e-23
2.269864999999999782e+03 7.076788000000000391e-23
2.275097000000000207e+03 7.093647999999999737e-23
2.280342000000000098e+03 7.110571000000000203e-23
2.285599000000000160e+03 7.127783000000000224e-23
2.290867999999999938e+03 7.146351999999999911e-23
2.296148999999999887e+03 7.161500999999999627e-23
2.301442000000000007e+03 7.178470999999999845e-23
2.306746999999999844e+03 7.195531999999999460e-23
2.312065000000000055e+03 7.212640999999999647e-23
2.317394999999999982e+03 7.229791000000000545e-23
2.322737000000000080e+03 7.246981999999999801e-23
2.328090999999999894e+03 7.264210999999999657e-23
2.333458000000000084e+03 7.281480000000000579e-23
2.338836999999999989e+03 7.298786999999999750e-23
2.344228999999999814e+03 7.316133999999999987e-23
2.349632999999999811e+03 7.333518999999999648e-23
2.355048999999999978e+03 7.350944000000000375e-23
2.360478000000000065e+03 7.368407000000000527e-23
2.365920000000000073e+03 7.385910000000000568e-23
2.371373999999999796e+03 7.403451999999999679e-23
2.376840000000000146e+03 7.421033999999999855e-23
2.382320000000000164e+03 7.438653999999999456e-23
2.387811000000000149e+03 7.456314999999999767e-23
2.393315999999999804e+03 7.474015000000000323e-23
2.398833000000000084e+03 7.491754999999999593e-23
2.404362999999999829e+03 7.509534000000000284e-23
2.409905000000000200e+03 7.527354000000000509e-23
2.415460999999999785e+03 7.545212999999999804e-23
2.421028999999999996e+03 7.563112999999999808e-23
2.426610000000000127e+03 7.581052999999999702e-23
2.432204000000000178e+03 7.599032999999999486e-23
2.437811000000000149e+03 7.617053000000000335e-23
2.443431000000000040e+03 7.635113999999999543e-23
2.449063000000000102e+03 7.653215999999999460e-23
2.454708999999999833e+03 7.671358000000000443e-23
2.460367999999999938e+03 7.689540999999999785e-23
2.466039000000000215e+03 7.707764999999999836e-23
2.471724000000000160e+03 7.726029999999999421e-23
2.477422000000000025e+03 7.744335999999999717e-23
2.483132999999999811e+03 7.762682999999999546e-23
2.488856999999999971e+03 7.781071000000000086e-23
2.494594999999999800e+03 7.799500999999999804e-23
2.500344999999999800e+03 7.817971000000000587e-23
2.506108999999999924e+03 7.836484000000000194e-23
2.511885999999999967e+03 7.855038000000000511e-23
2.517677000000000135e+03 7.873634000000000006e-23
2.523481000000000222e+03 7.892271999999999856e-23
2.529297999999999774e+03 7.910951000000000416e-23
2.535128999999999905e+03 7.929672999999999799e-23
2.540972999999999956e+03 7.948436999999999537e-23
2.546829999999999927e+03 7.967242999999999628e-23
2.552701000000000022e+03 7.986091000000000075e-23
2.558585999999999785e+03 8.004982000000000520e-23
2.564483999999999924e+03 8.023915000000000144e-23
2.570396000000000186e+03 8.042890999999999767e-23
2.576320999999999913e+03 8.061910000000000564e-23
2.582260000000000218e+03 8.080971000000000541e-23
2.588213000000000193e+03 8.100076000000000161e-23
2.594179000000000087e+03 8.119223000000000135e-23
2.600159999999999854e+03 8.138413999999999753e-23
2.606152999999999793e+03 8.157646999999999725e-23
2.612161000000000058e+03 8.176924000000000516e-23
2.618182999999999993e+03 8.196244999999999775e-23
2.624217999999999847e+03 8.215609000000000209e-23
2.630268000000000029e+03 8.235015999999999466e-23
2.636331000000000131e+03 8.254468000000000363e-23
2.642409000000000106e+03 8.273963000000000082e-23
2.648500000000000000e+03 8.293501999999999446e-23
2.654606000000000222e+03 8.313084999999999628e-23
2.660724999999999909e+03 8.332713000000000274e-23
2.666858999999999924e+03 8.352383999999999744e-23
2.673005999999999858e+03 8.372099999999999677e-23
2.679168000000000120e+03 8.391861000000000074e-23
2.685344000000000051e+03 8.411666000000000114e-23
2.691534999999999854e+03 8.431514999999999798e-23
2.697739000000000033e+03 8.451409999999999590e-23
2.703958000000000084e+03 8.471349000000000201e-23
2.710192000000000007e+03 8.491333000000000101e-23
2.716438999999999851e+03 8.511362000000000464e-23
2.722701000000000022e+03 8.531436999999999759e-23
2.728978000000000065e+03 8.551556999999999519e-23
2.735268999999999778e+03 8.571721999999999742e-23
2.741574000000000069e+03 8.591933000000000073e-23
2.747893999999999778e+03 8.612188999999999692e-23
2.754228999999999814e+03 8.632490999999999420e-23
2.760577999999999975e+03 8.652839000000000431e-23
2.766942000000000007e+03 8.673233000000000375e-23
2.773320000000000164e+03 8.693673000000000428e-23
2.779713000000000193e+03 8.714158999999999413e-23
2.786121000000000095e+03 8.734690999999999682e-23
2.792543999999999869e+03 8.755269999999999703e-23
2.798981000000000222e+03 8.775894999999999833e-23
2.805434000000000196e+03 8.796566999999999716e-23
2.811900999999999840e+03 8.817286000000000527e-23
2.818382999999999811e+03 8.838051000000000271e-23
2.824880000000000109e+03 8.858862999999999767e-23
2.831391999999999825e+03 8.879722000000000192e-23
2.837918999999999869e+03 8.900628000000000370e-23
2.844460999999999785e+03 8.921581999999999945e-23
2.851018000000000029e+03 8.942583000000000448e-23
2.857590000000000146e+03 8.963630999999999529e-23
2.864177999999999884e+03 8.984728000000000003e-23
2.870780999999999949e+03 9.005871000000000585e-23
2.877398000000000138e+03 9.027063000000000209e-23
2.884032000000000153e+03 9.048301999999999586e-23
2.890679999999999836e+03 9.069590000000000356e-23
2.897344000000000051e+03 9.090924999999999703e-23
2.904023000000000138e+03 9.112309000000000444e-23
2.910717000000000098e+03 9.133741000000000581e-23
2.917427000000000135e+03 9.155221999999999761e-23
2.924152000000000044e+03 9.176750999999999514e-23
2.930893000000000029e+03 9.198330000000000304e-23
2.937650000000000091e+03 9.219955999999999671e-23
2.944422000000000025e+03 9.241632000000000076e-23
2.951208999999999833e+03 9.263356999999999524e-23
2.958012000000000171e+03 9.285131000000000364e-23
2.964831000000000131e+03 9.306954999999999891e-23
2.971666000000000167e+03 9.328827999999999635e-23
2.978516000000000076e+03 9.350751000000000417e-23
2.985382999999999811e+03 9.372723999999999885e-23
2.992264999999999873e+03 9.394748999999999681e-23
2.999161999999999807e+03 9.416832000000000021e-23
3.006076000000000022e+03 9.439077000000000385e-23
3.013005999999999858e+03 9.461333000000000366e-23
3.019952000000000226e+03 9.483348999999999834e-23
3.026913000000000011e+03 9.505607000000000280e-23
3.033891000000000076e+03 9.527926000000000204e-23
3.040885000000000218e+03 9.550297000000000456e-23
3.047894999999999982e+03 9.572719999999999859e-23
3.054920999999999822e+03 9.595193999999999944e-23
3.061963000000000193e+03 9.617720000000000356e-23
3.069021999999999935e+03 9.640295999999999455e-23
3.076097000000000207e+03 9.662923000000000411e-23
3.083188000000000102e+03 9.685602000000000518e-23
3.090295000000000073e+03 9.708332000000000133e-23
3.097418999999999869e+03 9.731114000000000074e-23
3.104559999999999945e+03 9.753946999999999521e-23
3.111715999999999894e+03 9.776833000000000116e-23
3.118889999999999873e+03 9.799770000000000217e-23
3.126079000000000178e+03 9.822758999999999470e-23
3.133286000000000058e+03 9.845800000000000225e-23
3.140509000000000015e+03 9.868893000000000131e-23
3.147748000000000047e+03 9.892039000000000008e-23
3.155005000000000109e+03 9.915237000000000213e-23
3.162277999999999793e+03 9.938488000000000388e-23
3.169568000000000211e+03 9.961792000000000535e-23
3.176873999999999796e+03 9.985148999999999478e-23
3.184197999999999865e+03 1.000856000000000039e-22
3.191538000000000011e+03 1.003202000000000034e-22
3.198894999999999982e+03 1.005554000000000013e-22
3.206268999999999778e+03 1.007910999999999978e-22
3.213659999999999854e+03 1.010273000000000046e-22
3.221068999999999960e+03 1.012640999999999981e-22
3.228494000000000142e+03 1.015013000000000022e-22
3.235936999999999898e+03 1.017392000000000043e-22
3.243396000000000186e+03 1.019776000000000051e-22
3.250873000000000047e+03 1.022165000000000046e-22
3.258367000000000189e+03 1.024559000000000026e-22
3.265878000000000156e+03 1.026959999999999987e-22
3.273407000000000153e+03 1.029365000000000055e-22
3.280952999999999975e+03 1.031775999999999988e-22
3.288516000000000076e+03 1.034192000000000025e-22
3.296097000000000207e+03 1.036614000000000046e-22
3.303695000000000164e+03 1.039042000000000050e-22
3.311311000000000149e+03 1.041475000000000040e-22
3.318945000000000164e+03 1.043913000000000017e-22
3.326594999999999800e+03 1.046356999999999977e-22
3.334264000000000124e+03 1.048807000000000038e-22
3.341949999999999818e+03 1.051261999999999968e-22
3.349653999999999996e+03 1.053722999999999998e-22
3.357376000000000204e+03 1.056189000000000015e-22
3.365115999999999985e+03 1.058661000000000016e-22
3.372873000000000047e+03 1.061138000000000002e-22
3.380648000000000138e+03 1.063621000000000090e-22
3.388442000000000007e+03 1.066109999999999926e-22
3.396253000000000156e+03 1.068604999999999980e-22
3.404081999999999880e+03 1.071104999999999903e-22
3.411929000000000087e+03 1.073609999999999930e-22
3.419793999999999869e+03 1.076122000000000055e-22
3.427677999999999884e+03 1.078639000000000049e-22
3.435579000000000178e+03 1.081162000000000026e-22
3.443498999999999796e+03 1.083690999999999987e-22
3.451436999999999898e+03 1.086225000000000051e-22
3.459393999999999778e+03 1.088765000000000099e-22
3.467369000000000142e+03 1.091310999999999896e-22
3.475362000000000080e+03 1.093862999999999910e-22
3.483373000000000047e+03 1.096420000000000029e-22
3.491402999999999793e+03 1.098984000000000011e-22
3.499452000000000226e+03 1.101553000000000096e-22
3.507518999999999778e+03 1.104127999999999930e-22
3.515603999999999814e+03 1.106708999999999982e-22
3.523708999999999833e+03 1.109296000000000018e-22
3.531831999999999880e+03 1.111887999999999923e-22
3.539972999999999956e+03 1.114486999999999926e-22
3.548134000000000015e+03 1.117091000000000032e-22
3.556313000000000102e+03 1.119700999999999887e-22
3.564510999999999967e+03 1.122318000000000075e-22
3.572728000000000065e+03 1.124939999999999897e-22
3.580963999999999942e+03 1.127567999999999937e-22
3.589219000000000051e+03 1.130201999999999961e-22
3.597492999999999938e+03 1.132843000000000083e-22
3.605786000000000058e+03 1.135489000000000074e-22
3.614099000000000160e+03 1.138141000000000048e-22
3.622429999999999836e+03 1.140799000000000005e-22
3.630780000000000200e+03 1.143464000000000061e-22
3.639150000000000091e+03 1.146133999999999986e-22
3.647539000000000215e+03 1.148811000000000008e-22
3.655947999999999865e+03 1.151492999999999900e-22
3.664376000000000204e+03 1.154181999999999889e-22
3.672822999999999865e+03 1.156875999999999983e-22
3.681289999999999964e+03 1.159578000000000054e-22
3.689775999999999840e+03 1.162284999999999994e-22
3.698282000000000153e+03 1.164997999999999918e-22
3.706806999999999789e+03 1.167717000000000060e-22
3.715351999999999862e+03 1.170443000000000065e-22
3.723916999999999916e+03 1.173175000000000053e-22
3.732501999999999953e+03 1.175913000000000025e-22
3.741106000000000222e+03 1.178656999999999981e-22
3.749730000000000018e+03 1.181408000000000035e-22
3.758373999999999796e+03 1.184163999999999957e-22
3.767038000000000011e+03 1.186926999999999978e-22
3.775722000000000207e+03 1.189697000000000096e-22
3.784425999999999931e+03 1.192472999999999964e-22
3.793150000000000091e+03 1.195255000000000050e-22
3.801893999999999778e+03 1.198042999999999884e-22
3.810657999999999902e+03 1.200838000000000051e-22
3.819443000000000211e+03 1.203638999999999967e-22
3.828246999999999844e+03 1.206452000000000085e-22
3.837072999999999865e+03 1.209264999999999968e-22
3.845918000000000120e+03 1.212080999999999960e-22
3.854784000000000106e+03 1.214906999999999924e-22
3.863670000000000073e+03 1.217739999999999987e-22
3.872576000000000022e+03 1.220579999999999913e-22
3.881503999999999905e+03 1.223426000000000057e-22
3.890451000000000022e+03 1.226277999999999950e-22
3.899420000000000073e+03 1.229136999999999941e-22
3.908409000000000106e+03 1.232003000000000030e-22
3.917418999999999869e+03 1.234875000000000103e-22
3.926449000000000069e+03 1.237754000000000038e-22
3.935501000000000204e+03 1.240638999999999958e-22
3.944572999999999865e+03 1.243530999999999975e-22
3.953666000000000167e+03 1.246428999999999976e-22
3.962780000000000200e+03 1.249334000000000075e-22
3.971916000000000167e+03 1.252246000000000038e-22
3.981072000000000116e+03 1.255163999999999984e-22
3.990248999999999796e+03 1.258089000000000028e-22
3.999447999999999865e+03 1.261020999999999935e-22
4.008666999999999916e+03 1.263959000000000061e-22
4.017907999999999902e+03 1.266904000000000050e-22
4.027170000000000073e+03 1.269855999999999902e-22
4.036454000000000178e+03 1.272813999999999972e-22
4.045759000000000015e+03 1.275778999999999906e-22
4.055085000000000036e+03 1.278750999999999938e-22
4.064432999999999993e+03 1.281730000000000068e-22
4.073802999999999884e+03 1.284716000000000062e-22
4.083193999999999960e+03 1.287708000000000038e-22
4.092606999999999971e+03 1.290707000000000114e-22
4.102041000000000167e+03 1.293713000000000052e-22
4.111497000000000298e+03 1.296726000000000088e-22
4.120975000000000364e+03 1.299745999999999988e-22
4.130475000000000364e+03 1.302772999999999986e-22
4.139997000000000298e+03 1.305805999999999967e-22
4.149539999999999964e+03 1.308846999999999926e-22
4.159105999999999767e+03 1.311894000000000104e-22
4.168694000000000415e+03 1.314949000000000025e-22
4.178304000000000087e+03 1.318009999999999929e-22
4.187935999999999694e+03 1.321079000000000046e-22
4.197590000000000146e+03 1.324153999999999911e-22
4.207265999999999622e+03 1.327236000000000110e-22
4.216965000000000146e+03 1.330326000000000052e-22
4.226685999999999694e+03 1.333421999999999977e-22
4.236430000000000291e+03 1.336526000000000115e-22
4.246195999999999913e+03 1.339636000000000002e-22
4.255984000000000378e+03 1.342754000000000101e-22
4.265795000000000073e+03 1.345879000000000064e-22
4.275628999999999905e+03 1.349010999999999890e-22
4.285484999999999673e+03 1.352150000000000049e-22
4.295363999999999578e+03 1.355296999999999951e-22
4.305265999999999622e+03 1.358450000000000071e-22
4.315190999999999804e+03 1.361610999999999935e-22
4.325137999999999920e+03 1.364778999999999896e-22
4.335109000000000378e+03 1.367953999999999956e-22
4.345101999999999862e+03 1.371136999999999994e-22
4.355118999999999687e+03 1.374326000000000015e-22
4.365158000000000357e+03 1.377523000000000015e-22
4.375220999999999549e+03 1.380727999999999992e-22
4.385306999999999789e+03 1.383938999999999952e-22
4.395416000000000167e+03 1.387157999999999891e-22
4.405548999999999978e+03 1.390385000000000043e-22
4.415703999999999724e+03 1.393617999999999942e-22
4.425884000000000015e+03 1.396859000000000055e-22
4.436086000000000240e+03 1.400107999999999911e-22
4.446313000000000102e+03 1.403364000000000100e-22
4.456561999999999898e+03 1.406626999999999918e-22
4.466836000000000240e+03 1.409897999999999948e-22
4.477132999999999811e+03 1.413176000000000076e-22
4.487453999999999724e+03 1.416461999999999948e-22
4.497797999999999774e+03 1.419754999999999917e-22
4.508167000000000371e+03 1.423056000000000100e-22
4.518559000000000196e+03 1.426365000000000025e-22
4.528975999999999658e+03 1.429681000000000049e-22
4.539416000000000167e+03 1.433003999999999936e-22
