# f_(Hz) PSD(f)_(Hz^-1)
1.104078999999999951e+03 1.070518564688399774e-45
1.106624000000000024e+03 1.076089950516099933e-45
1.109174999999999955e+03 1.081688294340899929e-45
1.111731999999999971e+03 1.087313033824899753e-45
1.114294000000000096e+03 1.092964922400399939e-45
1.116863000000000056e+03 1.098644057640000010e-45
1.119438000000000102e+03 1.104351201968399927e-45
1.122018000000000029e+03 1.110085792202500014e-45
1.124605000000000018e+03 1.115848594662400105e-45
1.127196999999999889e+03 1.121641052628100187e-45
1.129796000000000049e+03 1.127463280398400023e-45
1.132400000000000091e+03 1.133317412448399791e-45
1.135010999999999967e+03 1.139206279536899900e-45
1.137626999999999953e+03 1.145135448022500147e-45
1.140250000000000000e+03 1.151118005296900003e-45
1.142877999999999929e+03 1.157186904502499970e-45
1.145512999999999920e+03 1.163454579302499903e-45
1.148153999999999996e+03 1.170530737520399960e-45
1.150799999999999955e+03 1.191411553248899865e-45
1.153452999999999975e+03 1.193035087315600024e-45
1.156112000000000080e+03 1.188533899014400040e-45
1.158777000000000044e+03 1.193723230089999999e-45
1.161449000000000069e+03 1.199612318576399841e-45
1.164125999999999976e+03 1.205683951161600186e-45
1.166809999999999945e+03 1.211837747331599866e-45
1.169499000000000024e+03 1.218044202240100115e-45
1.172194999999999936e+03 1.224291702414399901e-45
1.174897999999999911e+03 1.230575529793599905e-45
1.177605999999999995e+03 1.236893026860099956e-45
1.180320999999999913e+03 1.243242918122500076e-45
1.183041999999999916e+03 1.249624621000899880e-45
1.185769000000000005e+03 1.256036837172099881e-45
1.188501999999999953e+03 1.262481096588099960e-45
1.191241999999999962e+03 1.268956094208100167e-45
1.193988000000000056e+03 1.275461939232100233e-45
1.196740999999999985e+03 1.281998741100099807e-45
1.199499000000000024e+03 1.288566609492099858e-45
1.202263999999999896e+03 1.295166374096399982e-45
1.205036000000000058e+03 1.301796707376399828e-45
1.207814000000000078e+03 1.308458437664400233e-45
1.210597999999999956e+03 1.315151675600399971e-45
1.213388999999999896e+03 1.321876532064399916e-45
1.216185999999999922e+03 1.328633118176400081e-45
1.218990000000000009e+03 1.335421545296400243e-45
1.221799999999999955e+03 1.342241925024399941e-45
1.224615999999999985e+03 1.349094369200400036e-45
1.227439000000000078e+03 1.355978989904400059e-45
1.230269000000000005e+03 1.362896637804900196e-45
1.233105000000000018e+03 1.369846690873599902e-45
1.235946999999999889e+03 1.376829261922499863e-45
1.238797000000000025e+03 1.383844464003599905e-45
1.241652000000000044e+03 1.390892410408899929e-45
1.244515000000000100e+03 1.397973962460100041e-45
1.247383000000000038e+03 1.405089239630399870e-45
1.250259000000000015e+03 1.412237610062500140e-45
1.253141000000000076e+03 1.419419188032399794e-45
1.256029999999999973e+03 1.426634843472399891e-45
1.258924999999999955e+03 1.433883939555599944e-45
1.261827999999999975e+03 1.441168109798400214e-45
1.264736000000000104e+03 1.448485958640399967e-45
1.267652000000000044e+03 1.455837601593599908e-45
1.270574000000000069e+03 1.463223919452100067e-45
1.273502999999999929e+03 1.470645801000000183e-45
1.276439000000000078e+03 1.478101836288100226e-45
1.279381000000000085e+03 1.485592912692099959e-45
1.282330999999999904e+03 1.493119152810000097e-45
1.285287000000000035e+03 1.500680679504400231e-45
1.288250000000000000e+03 1.508277615902499763e-45
1.291219000000000051e+03 1.515910085396100081e-45
1.294195999999999913e+03 1.523578211641599892e-45
1.297179000000000087e+03 1.531282901192099799e-45
1.300170000000000073e+03 1.539023499552100267e-45
1.303166999999999916e+03 1.546800131184399794e-45
1.306171000000000049e+03 1.554613709388100197e-45
1.309182000000000016e+03 1.562463574560099922e-45
1.312200000000000045e+03 1.570349851969600055e-45
1.315224999999999909e+03 1.578273461700099946e-45
1.318257000000000062e+03 1.586234535553600149e-45
1.321296000000000049e+03 1.594232407065600165e-45
1.324340999999999894e+03 1.602268003155599986e-45
1.327394999999999982e+03 1.610340653902500071e-45
1.330453999999999951e+03 1.618451290800399928e-45
1.333520999999999958e+03 1.626600047076899877e-45
1.336595000000000027e+03 1.634787056250000047e-45
1.339676999999999907e+03 1.643012452128099752e-45
1.342765000000000100e+03 1.651276368810000293e-45
1.345859999999999900e+03 1.659578940684899979e-45
1.348962999999999965e+03 1.667920302432399728e-45
1.352073000000000093e+03 1.676300589022500265e-45
1.355189000000000078e+03 1.684719935715599947e-45
1.358313000000000102e+03 1.693178478062500050e-45
1.361444999999999936e+03 1.701677176932099978e-45
1.364583000000000084e+03 1.710215347562499962e-45
1.367729000000000042e+03 1.718793955555599865e-45
1.370882000000000062e+03 1.727411481379600236e-45
1.374041999999999916e+03 1.736070555792399989e-45
1.377209000000000060e+03 1.744768822384900137e-45
1.380384000000000015e+03 1.753508925006399774e-45
1.383566000000000031e+03 1.762289334936900156e-45
1.386756000000000085e+03 1.771111032084900322e-45
1.389952999999999975e+03 1.779973317472900169e-45
1.393156999999999925e+03 1.788878021716900112e-45
1.396367999999999938e+03 1.797823600562500075e-45
1.399586999999999989e+03 1.806811043559999884e-45
1.402814000000000078e+03 1.815840496782399888e-45
1.406047000000000025e+03 1.824912106620100352e-45
1.409288999999999987e+03 1.834026019780899901e-45
1.412537000000000035e+03 1.843182383289999877e-45
1.415794000000000096e+03 1.852382205276099943e-45
1.419057000000000016e+03 1.861623913971599897e-45
1.422328999999999951e+03 1.870909381080100101e-45
1.425607999999999947e+03 1.880238761358399917e-45
1.428894000000000005e+03 1.889610471122499769e-45
1.432188000000000102e+03 1.899026395952399973e-45
1.435489000000000033e+03 1.908486691612900171e-45
1.438798999999999978e+03 1.917990638316899899e-45
1.442115000000000009e+03 1.927539264062499895e-45
1.445440000000000055e+03 1.937131845379600204e-45
1.448771999999999935e+03 1.946769415284099872e-45
1.452112000000000080e+03 1.956452131240000018e-45
1.455459000000000060e+03 1.966180151056899715e-45
1.458814000000000078e+03 1.975953632890000035e-45
1.462176999999999907e+03 1.985771844000000166e-45
1.465548000000000002e+03 1.995636723502500197e-45
1.468925999999999931e+03 2.005547541555600067e-45
1.472311999999999898e+03 2.015503559809599715e-45
1.475707000000000107e+03 2.025506731696900104e-45
1.479107999999999947e+03 2.035556321779600115e-45
1.482518000000000029e+03 2.045653395210000183e-45
1.485935999999999922e+03 2.055797212809999919e-45
1.489361000000000104e+03 2.065987935859599771e-45
1.492794000000000096e+03 2.076226637296900347e-45
1.496236000000000104e+03 2.086512572289599756e-45
1.499684999999999945e+03 2.096846818995600035e-45
1.503142000000000053e+03 2.107228628793599759e-45
1.506606999999999971e+03 2.117659085080899914e-45
1.510079999999999927e+03 2.128138358062499677e-45
1.513560999999999922e+03 2.138666618318399924e-45
1.517049999999999955e+03 2.149243109604899886e-45
1.520547000000000025e+03 2.159869855359999935e-45
1.524053000000000111e+03 2.170545170592100257e-45
1.527566000000000031e+03 2.181271088646400234e-45
1.531087999999999965e+03 2.192046852490000032e-45
1.534616999999999962e+03 2.202873573648399892e-45
1.538154999999999973e+03 2.213752373280899909e-45
1.541700000000000045e+03 2.224696645556100359e-45
1.545253999999999905e+03 2.237510423428900137e-45
1.548817000000000007e+03 2.246694588476100233e-45
1.552386999999999944e+03 2.257762653446400033e-45
1.555965999999999894e+03 2.268892209752099802e-45
1.559553000000000111e+03 2.280073960014399918e-45
1.563147999999999911e+03 2.291309044464399860e-45
1.566750999999999976e+03 2.302596693744400109e-45
1.570363000000000056e+03 2.313936129492100098e-45
1.573982999999999947e+03 2.325328493155600175e-45
1.577611000000000104e+03 2.336773969236100036e-45
1.581248000000000047e+03 2.348273711820100168e-45
1.584893000000000029e+03 2.359825970241600069e-45
1.588547000000000025e+03 2.371431897022499767e-45
1.592209000000000060e+03 2.383091678286400337e-45
1.595878999999999905e+03 2.394806479297599734e-45
1.599557999999999993e+03 2.406575513059600165e-45
1.603244999999999891e+03 2.418398966928400250e-45
1.606941000000000031e+03 2.430278014622500049e-45
1.610645999999999958e+03 2.442211863187599893e-45
1.614358999999999924e+03 2.454201692010000186e-45
1.618079999999999927e+03 2.466246704142400083e-45
1.621809999999999945e+03 2.478348084660099656e-45
1.625548999999999978e+03 2.490506030700899976e-45
1.629296000000000049e+03 2.502720739839999809e-45
1.633051999999999907e+03 2.514992410089999974e-45
1.636816000000000031e+03 2.527322245350399841e-45
1.640589999999999918e+03 2.539709443980899958e-45
1.644372000000000071e+03 2.552156226076899923e-45
1.648162000000000035e+03 2.564663819100100297e-45
1.651961999999999989e+03 2.577233460931600233e-45
1.655769999999999982e+03 2.589871489008399797e-45
1.659586999999999989e+03 2.602596544922500014e-45
1.663413000000000011e+03 2.615487798585600040e-45
1.667247000000000071e+03 2.629406619507600167e-45
1.671090999999999894e+03 2.657418996025600239e-45
1.674942999999999984e+03 2.654329977636099732e-45
1.678804000000000087e+03 2.666915787996100393e-45
1.682673999999999978e+03 2.679860596716900036e-45
1.686553000000000111e+03 2.692920812089600199e-45
1.690441000000000031e+03 2.706058551644100070e-45
1.694337999999999965e+03 2.719263719833599658e-45
1.698243999999999915e+03 2.732534484322499580e-45
1.702159000000000106e+03 2.745868993081600185e-45
1.706082000000000107e+03 2.759265374264100191e-45
1.710015000000000100e+03 2.772725948622399995e-45
1.713957000000000107e+03 2.786248835104899755e-45
1.717907999999999902e+03 2.799835307440899932e-45
1.721868999999999915e+03 2.813484528444099657e-45
1.725837999999999965e+03 2.827196714532100868e-45
1.729816000000000031e+03 2.840974214624099910e-45
1.733804000000000087e+03 2.854814055811599741e-45
1.737800999999999931e+03 2.868719661784899844e-45
1.741807000000000016e+03 2.882689118862399994e-45
1.745821999999999889e+03 2.896723722288400016e-45
1.749846999999999980e+03 2.910822620161599863e-45
1.753880000000000109e+03 2.924988195585600624e-45
1.757923999999999978e+03 2.939218515993599805e-45
1.761976000000000113e+03 2.953515975987599484e-45
1.766038000000000011e+03 2.967878633497600667e-45
1.770108999999999924e+03 2.982307802460100497e-45
1.774189000000000078e+03 2.996804807886400191e-45
1.778278999999999996e+03 3.011368790883600343e-45
1.782378999999999905e+03 3.025999982628100272e-45
1.786488000000000056e+03 3.040699717651600600e-45
1.790605999999999995e+03 3.055467130638399850e-45
1.794733999999999924e+03 3.070303562502400518e-45
1.798871000000000095e+03 3.085208143622499918e-45
1.803018000000000029e+03 3.100182221318400719e-45
1.807173999999999978e+03 3.115226037924099798e-45
1.811339999999999918e+03 3.130339836313599918e-45
1.815516000000000076e+03 3.145522738201600011e-45
1.819701000000000022e+03 3.160776103808400298e-45
1.823895999999999958e+03 3.176101304748100573e-45
1.828099999999999909e+03 3.191496334488899863e-45
1.832314000000000078e+03 3.206963695603600128e-45
1.836538000000000011e+03 3.222501371726400226e-45
1.840771999999999935e+03 3.238113015536399372e-45
1.845015000000000100e+03 3.253795468202499421e-45
1.849269000000000005e+03 3.269551256400099903e-45
1.853531999999999925e+03 3.285379490332900265e-45
1.857804000000000087e+03 3.301281567968400266e-45
1.862086999999999989e+03 3.317257747009600018e-45
1.866380000000000109e+03 3.333307131040000984e-45
1.870682000000000016e+03 3.349432285518400241e-45
1.874994999999999891e+03 3.365631157683600314e-45
1.879317000000000007e+03 3.381905162222499756e-45
1.883648999999999887e+03 3.398254559702499716e-45
1.887990999999999985e+03 3.414679611267600424e-45
1.892344000000000051e+03 3.431180578638399326e-45
1.896705999999999904e+03 3.447758898464400270e-45
1.901077999999999975e+03 3.464413664932899274e-45
1.905461000000000013e+03 3.481145141512900955e-45
1.909853000000000065e+03 3.497954775120099608e-45
1.914256000000000085e+03 3.514841653209999048e-45
1.918669000000000096e+03 3.531807229580099650e-45
1.923092000000000098e+03 3.548850587172899249e-45
1.927525000000000091e+03 3.565974381008400167e-45
1.931968000000000075e+03 3.583176500929599704e-45
1.936422000000000025e+03 3.600458414592399359e-45
1.940885999999999967e+03 3.617820398822399588e-45
1.945359999999999900e+03 3.635262731059600393e-45
1.949845000000000027e+03 3.652785689358399450e-45
1.954339999999999918e+03 3.670390764062499528e-45
1.958845000000000027e+03 3.688077028611599611e-45
1.963359999999999900e+03 3.705844762922500230e-45
1.967885999999999967e+03 3.723694247526399593e-45
1.972423000000000002e+03 3.741626986945599376e-45
1.976970000000000027e+03 3.759643271764900697e-45
1.981527000000000044e+03 3.777742163955599595e-45
1.986095000000000027e+03 3.795926410988100281e-45
1.990673000000000002e+03 3.814193843905599191e-45
1.995261999999999944e+03 3.832544747002499979e-45
1.999862000000000080e+03 3.850981887438400295e-45
2.004471999999999980e+03 3.869504324515600932e-45
2.009093000000000075e+03 3.888112353372899366e-45
2.013723999999999933e+03 3.906806269802499721e-45
2.018365999999999985e+03 3.925587623340099962e-45
2.023019000000000005e+03 3.944455464009999749e-45
2.027682999999999993e+03 3.963410089584399888e-45
2.032356999999999971e+03 3.982453060622399693e-45
2.037041999999999916e+03 4.001583420124899232e-45
2.041738000000000056e+03 4.020804004236099760e-45
2.046444999999999936e+03 4.040111317896900483e-45
2.051161999999999807e+03 4.059509475918400450e-45
2.055891000000000076e+03 4.078997521020899614e-45
2.060630000000000109e+03 4.098575764814400482e-45
2.065380000000000109e+03 4.118244519602500442e-45
2.070141000000000076e+03 4.138002811836100578e-45
2.074914000000000215e+03 4.157854814844899544e-45
2.079697000000000116e+03 4.177796983374400219e-45
2.084490999999999985e+03 4.197832214862399684e-45
2.089295999999999822e+03 4.217960834388899539e-45
2.094112999999999829e+03 4.238181865742399531e-45
2.098940000000000055e+03 4.258495626122500367e-45
2.103777999999999793e+03 4.278905049955599410e-45
2.108628000000000156e+03 4.299407851816900027e-45
2.113489000000000033e+03 4.320005665562499771e-45
2.118360999999999876e+03 4.340698820640400008e-45
2.123244000000000142e+03 4.361488968064900560e-45
2.128139000000000124e+03 4.382373800249999434e-45
2.133045000000000073e+03 4.403356293684099584e-45
2.137961999999999989e+03 4.424434129616399564e-45
2.142891000000000076e+03 4.445611632176400709e-45
2.147831000000000131e+03 4.466886480952900907e-45
2.152782000000000153e+03 4.488259010580899883e-45
2.157744000000000142e+03 4.509730899520899358e-45
2.162717999999999847e+03 4.531301147203599386e-45
2.167704000000000178e+03 4.552972789518399331e-45
2.172701000000000022e+03 4.574744830659599205e-45
2.177710000000000036e+03 4.596616262722499890e-45
2.182730000000000018e+03 4.618588784040000871e-45
2.187762000000000171e+03 4.640664106656399582e-45
2.192804999999999836e+03 4.662841225000000352e-45
2.197860000000000127e+03 4.685120490243599804e-45
2.202927000000000135e+03 4.707503626562500090e-45
2.208005000000000109e+03 4.729989621006399351e-45
2.213094999999999800e+03 4.752580205881600214e-45
2.218195999999999913e+03 4.775274363289600714e-45
2.223309999999999945e+03 4.798075219059600643e-45
2.228434999999999945e+03 4.820980371558400895e-45
2.233572000000000116e+03 4.843991569464100813e-45
2.238721000000000004e+03 4.867109180208899860e-45
2.243882000000000062e+03 4.890334970664900630e-45
2.249054999999999836e+03 4.913667917953600202e-45
2.254239000000000033e+03 4.937108391993600058e-45
2.259436000000000149e+03 4.960658172163600710e-45
2.264643999999999778e+03 4.984319052084100036e-45
2.269864999999999782e+03 5.008092839694400599e-45
2.275097000000000207e+03 5.031984194790399789e-45
2.280342000000000098e+03 5.056021994604100288e-45
2.285599000000000160e+03 5.080529049508900283e-45
2.290867999999999938e+03 5.107034690790399682e-45
2.296148999999999887e+03 5.128709657300099414e-45
2.301442000000000007e+03 5.153044589784099705e-45
2.306746999999999844e+03 5.177568076302399259e-45
2.312065000000000055e+03 5.202219019488099731e-45
2.317394999999999982e+03 5.226987790368100833e-45
2.322737000000000080e+03 5.251874810832399768e-45
2.328090999999999894e+03 5.276876145252099336e-45
2.333458000000000084e+03 5.301995099040000592e-45
2.338836999999999989e+03 5.327229167136899554e-45
2.344228999999999814e+03 5.352581670595599763e-45
2.349632999999999811e+03 5.378050092336099627e-45
2.355048999999999978e+03 5.403637769113600851e-45
2.360478000000000065e+03 5.429342171764901083e-45
2.365920000000000073e+03 5.455166652810000860e-45
2.371373999999999796e+03 5.481110151630399617e-45
2.376840000000000146e+03 5.507174562915600088e-45
2.382320000000000164e+03 5.533357333171599402e-45
2.387811000000000149e+03 5.559663337922499432e-45
2.393315999999999804e+03 5.586090022022500580e-45
2.398833000000000084e+03 5.612639298002499094e-45
2.404362999999999829e+03 5.639310089715600464e-45
2.409905000000000200e+03 5.666105824131600242e-45
2.415460999999999785e+03 5.693023921536899133e-45
2.421028999999999996e+03 5.720067825076900138e-45
2.426610000000000127e+03 5.747236458880899857e-45
2.432204000000000178e+03 5.774530253508899325e-45
2.437811000000000149e+03 5.801949640480900497e-45
2.443431000000000040e+03 5.829496579299599353e-45
2.449063000000000102e+03 5.857171514265598864e-45
2.454708999999999833e+03 5.884973356416400288e-45
2.460367999999999938e+03 5.912904079068099618e-45
2.466039000000000215e+03 5.940964129522499539e-45
2.471724000000000160e+03 5.969153956089999181e-45
2.477422000000000025e+03 5.997474008089599100e-45
2.483132999999999811e+03 6.025924735848898784e-45
2.488856999999999971e+03 6.054506590704100394e-45
2.494594999999999800e+03 6.083221584900100085e-45
2.500344999999999800e+03 6.112067055684100830e-45
2.506108999999999924e+03 6.141048148225600319e-45
2.511885999999999967e+03 6.170162198144400888e-45
2.517677000000000135e+03 6.199411236595600058e-45
2.523481000000000222e+03 6.228795732198399851e-45
2.529297999999999774e+03 6.258314572440100487e-45
2.535128999999999905e+03 6.287971388692900071e-45
2.540972999999999956e+03 6.317765074296899453e-45
2.546829999999999927e+03 6.347696102104898848e-45
2.552701000000000022e+03 6.377764946028100197e-45
2.558585999999999785e+03 6.407973682032401450e-45
2.564483999999999924e+03 6.438321192722500147e-45
2.570396000000000186e+03 6.468809563788099119e-45
2.576320999999999913e+03 6.499439284810001317e-45
2.582260000000000218e+03 6.530209230284101303e-45
2.588213000000000193e+03 6.561123120577600137e-45
2.594179000000000087e+03 6.592178212372899641e-45
2.600159999999999854e+03 6.623378243539599367e-45
2.606152999999999793e+03 6.654720457660899162e-45
2.612161000000000058e+03 6.686208610177601215e-45
2.618182999999999993e+03 6.717843210002499596e-45
2.624217999999999847e+03 6.749623124088100342e-45
2.630268000000000029e+03 6.781548852025598564e-45
2.636331000000000131e+03 6.813624196302400562e-45
2.642409000000000106e+03 6.845846372536900596e-45
2.648500000000000000e+03 6.878217542400399193e-45
2.654606000000000222e+03 6.910738221722499716e-45
2.660724999999999909e+03 6.943410594036900017e-45
2.666858999999999924e+03 6.976231848345599186e-45
2.673005999999999858e+03 7.009205840999999281e-45
2.679168000000000120e+03 7.042333104332099694e-45
2.685344000000000051e+03 7.075612489555600547e-45
2.691534999999999854e+03 7.109044519522499152e-45
2.697739000000000033e+03 7.142633098809999600e-45
2.703958000000000084e+03 7.176375387980099724e-45
2.710192000000000007e+03 7.210273611688900466e-45
2.716438999999999851e+03 7.244328309504400168e-45
2.722701000000000022e+03 7.278541728496899332e-45
2.728978000000000065e+03 7.312912712424899638e-45
2.735268999999999778e+03 7.347441804528399119e-45
2.741574000000000069e+03 7.382131267648899965e-45
2.747893999999999778e+03 7.416979937172099413e-45
2.754228999999999814e+03 7.451990086508098774e-45
2.760577999999999975e+03 7.487162275992100277e-45
2.766942000000000007e+03 7.522497067228900837e-45
2.773320000000000164e+03 7.557995023092900766e-45
2.779713000000000193e+03 7.593656707728098792e-45
2.786121000000000095e+03 7.629482686548099534e-45
2.792543999999999869e+03 7.665475277289998895e-45
2.798981000000000222e+03 7.701633305102499564e-45
2.805434000000000196e+03 7.737959098548899525e-45
2.811900999999999840e+03 7.774453240579601470e-45
2.818382999999999811e+03 7.811114547860099883e-45
2.824880000000000109e+03 7.847945365276899541e-45
2.831391999999999825e+03 7.884946279728399778e-45
2.837918999999999869e+03 7.922117879438400120e-45
2.844460999999999785e+03 7.959462538272399383e-45
2.851018000000000029e+03 7.996979071188900290e-45
2.857590000000000146e+03 8.034668070416099441e-45
2.864177999999999884e+03 8.072533723398400210e-45
2.870780999999999949e+03 8.110571246864100579e-45
2.877398000000000138e+03 8.148786640596900015e-45
2.884032000000000153e+03 8.187176908320398690e-45
2.890679999999999836e+03 8.225746276810001086e-45
2.897344000000000051e+03 8.264491735562500011e-45
2.904023000000000138e+03 8.303417531148100446e-45
2.910717000000000098e+03 8.342522465508101324e-45
2.917427000000000135e+03 8.381808986928398953e-45
2.924152000000000044e+03 8.421275891600099199e-45
2.930893000000000029e+03 8.460927478890000106e-45
2.937650000000000091e+03 8.500758864193599314e-45
2.944422000000000025e+03 8.540776202342399716e-45
2.951208999999999833e+03 8.580978290944899720e-45
2.958012000000000171e+03 8.621365768716101231e-45
2.964831000000000131e+03 8.661941137202500309e-45
2.971666000000000167e+03 8.702703185358399856e-45
2.978516000000000076e+03 8.743654426400101167e-45
2.985382999999999811e+03 8.784795518017600303e-45
2.992264999999999873e+03 8.826130877300099525e-45
2.999161999999999807e+03 8.867672491622399512e-45
3.006076000000000022e+03 8.909617461192900676e-45
3.013005999999999858e+03 8.951682213688900228e-45
3.019952000000000226e+03 8.993390825580100107e-45
3.026913000000000011e+03 9.035656443844900873e-45
3.033891000000000076e+03 9.078137386147599787e-45
3.040885000000000218e+03 9.120817278820900839e-45
3.047894999999999982e+03 9.163696819839999778e-45
3.054920999999999822e+03 9.206774789763600158e-45
3.061963000000000193e+03 9.250053799840000563e-45
3.069021999999999935e+03 9.293530696761599556e-45
3.076097000000000207e+03 9.337208090392901236e-45
3.083188000000000102e+03 9.381088610240401575e-45
3.090295000000000073e+03 9.425171022222400231e-45
3.097418999999999869e+03 9.469457968099600529e-45
3.104559999999999945e+03 9.513948207880899441e-45
3.111715999999999894e+03 9.558646350988900695e-45
3.118889999999999873e+03 9.603549205290000680e-45
3.126079000000000178e+03 9.648659437208098755e-45
3.133286000000000058e+03 9.693977764000000256e-45
3.140509000000000015e+03 9.739504904544900389e-45
3.147748000000000047e+03 9.785243557752100289e-45
3.155005000000000109e+03 9.831192476616899831e-45
3.162277999999999793e+03 9.877354372614401349e-45
3.169568000000000211e+03 9.923729985126401324e-45
3.176873999999999796e+03 9.970320055220099115e-45
3.184197999999999865e+03 1.001712732736000084e-44
3.191538000000000011e+03 1.006414252804000012e-44
3.198894999999999982e+03 1.011138846915999999e-44
3.206268999999999778e+03 1.015884583920999988e-44
3.213659999999999854e+03 1.020651534529000035e-44
3.221068999999999960e+03 1.025441794880999996e-44
3.228494000000000142e+03 1.030251390169000012e-44
3.235936999999999898e+03 1.035086481664000150e-44
3.243396000000000186e+03 1.039943090176000122e-44
3.250873000000000047e+03 1.044821287225000099e-44
3.258367000000000189e+03 1.049721144481000060e-44
3.265878000000000156e+03 1.054646841599999934e-44
3.273407000000000153e+03 1.059592303225000066e-44
3.280952999999999975e+03 1.064561714175999973e-44
3.288516000000000076e+03 1.069553092864000020e-44
3.296097000000000207e+03 1.074568584996000123e-44
3.303695000000000164e+03 1.079608277764000063e-44
3.311311000000000149e+03 1.084670175625000121e-44
3.318945000000000164e+03 1.089754351569000018e-44
3.326594999999999800e+03 1.094862971448999895e-44
3.334264000000000124e+03 1.099996123249000072e-44
3.341949999999999818e+03 1.105151792643999928e-44
3.349653999999999996e+03 1.110332160729000058e-44
3.357376000000000204e+03 1.115535203720999980e-44
3.365115999999999985e+03 1.120763112920999991e-44
3.372873000000000047e+03 1.126013855044000042e-44
3.380648000000000138e+03 1.131289631641000209e-44
3.388442000000000007e+03 1.136590532099999809e-44
3.396253000000000156e+03 1.141916646025000011e-44
3.404081999999999880e+03 1.147265921024999818e-44
3.411929000000000087e+03 1.152638432099999902e-44
3.419793999999999869e+03 1.158038558884000181e-44
3.427677999999999884e+03 1.163462092321000169e-44
3.435579000000000178e+03 1.168911270244000115e-44
3.443498999999999796e+03 1.174386183481000092e-44
3.451436999999999898e+03 1.179884750625000029e-44
3.459393999999999778e+03 1.185409225225000235e-44
3.467369000000000142e+03 1.190959698720999737e-44
3.475362000000000080e+03 1.196536262768999913e-44
3.483373000000000047e+03 1.202136816399999958e-44
3.491402999999999793e+03 1.207765832256000029e-44
3.499452000000000226e+03 1.213419011809000320e-44
3.507518999999999778e+03 1.219098640383999837e-44
3.515603999999999814e+03 1.224804810680999886e-44
3.523708999999999833e+03 1.230537615616000142e-44
3.531831999999999880e+03 1.236294924543999928e-44
3.539972999999999956e+03 1.242081273168999805e-44
3.548134000000000015e+03 1.247892302280999969e-44
3.556313000000000102e+03 1.253730329400999630e-44
3.564510999999999967e+03 1.259597693124000272e-44
3.572728000000000065e+03 1.265490003599999650e-44
3.580963999999999942e+03 1.271409594623999878e-44
3.589219000000000051e+03 1.277356560803999904e-44
3.597492999999999938e+03 1.283333262649000278e-44
3.605786000000000058e+03 1.289335269121000102e-44
3.614099000000000160e+03 1.295364935881000200e-44
3.622429999999999836e+03 1.301422358400999973e-44
3.630780000000000200e+03 1.307509919296000217e-44
3.639150000000000091e+03 1.313623145956000018e-44
3.647539000000000215e+03 1.319766713720999971e-44
3.655947999999999865e+03 1.325936129048999873e-44
3.664376000000000204e+03 1.332136089123999673e-44
3.672822999999999865e+03 1.338362079375999910e-44
3.681289999999999964e+03 1.344621138084000083e-44
3.689775999999999840e+03 1.350906421224999994e-44
3.698282000000000153e+03 1.357220340003999762e-44
3.706806999999999789e+03 1.363562992089000069e-44
3.715351999999999862e+03 1.369936816249000130e-44
3.723916999999999916e+03 1.376339580625000022e-44
3.732501999999999953e+03 1.382771383569000161e-44
3.741106000000000222e+03 1.389232323648999835e-44
3.749730000000000018e+03 1.395724862464000033e-44
3.758373999999999796e+03 1.402244378896000014e-44
3.767038000000000011e+03 1.408795703329000040e-44
3.775722000000000207e+03 1.415378951809000183e-44
3.784425999999999931e+03 1.421991855728999803e-44
3.793150000000000091e+03 1.428634515025000151e-44
3.801893999999999778e+03 1.435307029848999603e-44
3.810657999999999902e+03 1.442011902244000230e-44
3.819443000000000211e+03 1.448746842320999811e-44
3.828246999999999844e+03 1.455526428304000256e-44
3.837072999999999865e+03 1.462321840225000027e-44
3.845918000000000120e+03 1.469140350560999809e-44
3.854784000000000106e+03 1.475999018648999891e-44
3.863670000000000073e+03 1.482890707599999871e-44
3.872576000000000022e+03 1.489815536399999665e-44
3.881503999999999905e+03 1.496771177476000077e-44
3.890451000000000022e+03 1.503757733283999946e-44
3.899420000000000073e+03 1.510777764768999924e-44
3.908409000000000106e+03 1.517831392008999962e-44
3.917418999999999869e+03 1.524916265625000236e-44
3.926449000000000069e+03 1.532034964516000122e-44
3.935501000000000204e+03 1.539185128320999798e-44
3.944572999999999865e+03 1.546369347960999906e-44
3.953666000000000167e+03 1.553585252040999863e-44
3.962780000000000200e+03 1.560835443556000096e-44
3.971916000000000167e+03 1.568120044516000119e-44
3.981072000000000116e+03 1.575436666895999896e-44
3.990248999999999796e+03 1.582787931921000009e-44
3.999447999999999865e+03 1.590173962440999752e-44
4.008666999999999916e+03 1.597592353681000234e-44
4.017907999999999902e+03 1.605045745216000101e-44
4.027170000000000073e+03 1.612534260735999668e-44
4.036454000000000178e+03 1.620055478596000049e-44
4.045759000000000015e+03 1.627612056840999842e-44
4.055085000000000036e+03 1.635204120000999886e-44
4.064432999999999993e+03 1.642831792900000158e-44
4.073802999999999884e+03 1.650495200656000272e-44
4.083193999999999960e+03 1.658191893264000180e-44
4.092606999999999971e+03 1.665924559849000214e-44
4.102041000000000167e+03 1.673693326369000014e-44
4.111497000000000298e+03 1.681498319076000348e-44
4.120975000000000364e+03 1.689339664515999881e-44
4.130475000000000364e+03 1.697217489528999896e-44
4.139997000000000298e+03 1.705129309635999937e-44
4.149539999999999964e+03 1.713080469408999827e-44
4.159105999999999767e+03 1.721065867236000218e-44
4.168694000000000415e+03 1.729090872601000091e-44
4.178304000000000087e+03 1.737150360099999817e-44
4.187935999999999694e+03 1.745249724241000105e-44
4.197590000000000146e+03 1.753383815715999716e-44
4.207265999999999622e+03 1.761555399696000403e-44
